NEG,NEU,POS,Tag
0.01837126724421978,0.5492817163467407,0.43234702944755554,Originals
0.21040384471416473,0.7701113224029541,0.019484860822558403,Originals
0.000873610086273402,0.034300610423088074,0.9648257493972778,Originals
0.007828997448086739,0.9352541565895081,0.05691685900092125,Originals
0.012613683007657528,0.4381977319717407,0.5491886138916016,Originals
0.17773674428462982,0.7874124050140381,0.03485091030597687,Originals
0.0014228004729375243,0.21768218278884888,0.7808949947357178,Originals
0.0009997334564104676,0.010418654419481754,0.9885815978050232,Originals
0.01837126724421978,0.5492817163467407,0.43234702944755554,Originals
0.9102925658226013,0.08640750497579575,0.003299908945336938,Originals
0.006134269759058952,0.8701004385948181,0.12376528978347778,Originals
0.015529457479715347,0.27806758880615234,0.7064029574394226,Originals
0.0009997334564104676,0.010418654419481754,0.9885815978050232,Originals
0.0014950423501431942,0.21599677205085754,0.782508134841919,Originals
0.9102925658226013,0.08640750497579575,0.003299908945336938,Originals
0.002151337219402194,0.5626828670501709,0.43516573309898376,Originals
0.0018879154231399298,0.23516954481601715,0.7629425525665283,Originals
0.021333925426006317,0.5253846645355225,0.4532814025878906,Originals
0.0023021013475954533,0.2711627185344696,0.7265352010726929,Originals
0.0011043987469747663,0.08061432093381882,0.9182813167572021,Originals
0.30142346024513245,0.6794968843460083,0.019079620018601418,Originals
0.0065005007199943066,0.2112313061952591,0.782268226146698,Originals
0.004011978395283222,0.3825930058956146,0.6133950352668762,Originals
0.7482802867889404,0.24703651666641235,0.004683216568082571,Originals
0.9102925658226013,0.08640750497579575,0.003299908945336938,Originals
0.00215419614687562,0.26351359486579895,0.734332263469696,Originals
0.023856354877352715,0.8795455098152161,0.09659823030233383,Originals
0.001275581424124539,0.060900554060935974,0.9378238916397095,Originals
0.2105969786643982,0.7017414569854736,0.08766158670186996,Originals
0.003032694337889552,0.724593997001648,0.27237334847450256,Originals
0.0007734858663752675,0.02547946199774742,0.9737470746040344,Originals
0.20009911060333252,0.7072094678878784,0.09269145131111145,Originals
0.0032645356841385365,0.5617592930793762,0.4349762499332428,Originals
0.005367221310734749,0.8121872544288635,0.18244551122188568,Originals
0.0009222888038493693,0.09193369001150131,0.9071440696716309,Originals
0.265338659286499,0.7110320925712585,0.02362925373017788,Originals
0.0009455080726183951,0.052855804562568665,0.9461987018585205,Originals
0.0008761353674344718,0.13196685910224915,0.867156982421875,Originals
0.4272877275943756,0.5458397269248962,0.026872508227825165,Originals
0.00215419614687562,0.26351359486579895,0.734332263469696,Originals
0.0013688196195289493,0.5143136382102966,0.48431745171546936,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.0016326269833371043,0.9284999370574951,0.06986747682094574,Originals
0.0008761353674344718,0.13196685910224915,0.867156982421875,Originals
0.0018321485258638859,0.08003460615873337,0.9181332588195801,Originals
0.0008539377013221383,0.05040235444903374,0.9487437009811401,Originals
0.9102925658226013,0.08640750497579575,0.003299908945336938,Originals
0.9102925658226013,0.08640750497579575,0.003299908945336938,Originals
0.1655832827091217,0.7983438372612,0.036072950810194016,Originals
0.14720836281776428,0.8256903886795044,0.027101347222924232,Originals
0.0010995647171512246,0.010049623437225819,0.9888507723808289,Originals
0.0007734858663752675,0.02547946199774742,0.9737470746040344,Originals
0.06887578964233398,0.892964243888855,0.03815998509526253,Originals
0.5952742099761963,0.3874428868293762,0.017282938584685326,Originals
0.006046153139322996,0.9470754265785217,0.046878378838300705,Originals
0.0007712403894402087,0.038672324270009995,0.9605563879013062,Originals
0.003032694337889552,0.724593997001648,0.27237334847450256,Originals
0.023856354877352715,0.8795455098152161,0.09659823030233383,Originals
0.0026583306025713682,0.46036526560783386,0.5369763374328613,Originals
0.006046153139322996,0.9470754265785217,0.046878378838300705,Originals
0.4499010443687439,0.5415623784065247,0.00853667315095663,Originals
0.003033062908798456,0.9403086304664612,0.05665833503007889,Originals
0.008689802139997482,0.958885908126831,0.032424237579107285,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.5591476559638977,0.43091416358947754,0.00993823166936636,Originals
0.003032694337889552,0.724593997001648,0.27237334847450256,Originals
0.027740318328142166,0.8858540058135986,0.0864056870341301,Originals
0.28066912293434143,0.6999446153640747,0.019386235624551773,Originals
0.010137669742107391,0.7721031904220581,0.2177591472864151,Originals
0.4272877275943756,0.5458397269248962,0.026872508227825165,Originals
0.005355267319828272,0.7065556645393372,0.2880890369415283,Originals
0.0009997334564104676,0.010418654419481754,0.9885815978050232,Originals
0.0011997369583696127,0.2795029878616333,0.7192973494529724,Originals
0.9169452786445618,0.0790749192237854,0.0039798240177333355,Originals
0.010412742383778095,0.5988209843635559,0.39076632261276245,Originals
0.002036226214841008,0.1881876438856125,0.8097761273384094,Originals
0.013223120011389256,0.9445799589157104,0.04219686612486839,Originals
0.027740318328142166,0.8858540058135986,0.0864056870341301,Originals
0.05700380727648735,0.8559950590133667,0.08700110763311386,Originals
0.8931934833526611,0.10243307054042816,0.004373487550765276,Originals
0.009482383728027344,0.6318334937095642,0.35868412256240845,Originals
0.003096952335909009,0.15450508892536163,0.842397928237915,Originals
0.009482383728027344,0.6318334937095642,0.35868412256240845,Originals
0.1694801300764084,0.8110462427139282,0.01947368122637272,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.012613683007657528,0.4381977319717407,0.5491886138916016,Originals
0.9169452786445618,0.0790749192237854,0.0039798240177333355,Originals
0.002459080656990409,0.9200888276100159,0.07745204120874405,Originals
0.5591476559638977,0.43091416358947754,0.00993823166936636,Originals
0.7638941407203674,0.22343192994594574,0.012673952616751194,Originals
0.009594238363206387,0.9550037980079651,0.0354020781815052,Originals
0.10702523589134216,0.8671806454658508,0.02579404041171074,Originals
0.010137669742107391,0.7721031904220581,0.2177591472864151,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.0007734858663752675,0.02547946199774742,0.9737470746040344,Originals
0.0009852057555690408,0.022155161947011948,0.9768596291542053,Originals
0.007862776517868042,0.8766815662384033,0.11545566469430923,Originals
0.01837126724421978,0.5492817163467407,0.43234702944755554,Originals
0.009490855038166046,0.6876136660575867,0.3028954863548279,Originals
0.03972012922167778,0.9308704733848572,0.029409384354948997,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.010842335410416126,0.7876548767089844,0.20150282979011536,Originals
0.012045844458043575,0.9503455758094788,0.03760850429534912,Originals
0.006046153139322996,0.9470754265785217,0.046878378838300705,Originals
0.009482383728027344,0.6318334937095642,0.35868412256240845,Originals
0.0015647661639377475,0.0058825137093663216,0.9925526976585388,Originals
0.008272828534245491,0.44736701250076294,0.5443601012229919,Originals
0.01746731996536255,0.5254335403442383,0.4570991098880768,Originals
0.057092826813459396,0.871859073638916,0.07104803621768951,Originals
0.011466270312666893,0.5950208902359009,0.3935128152370453,Originals
0.006046153139322996,0.9470754265785217,0.046878378838300705,Originals
0.0019319984130561352,0.20698556303977966,0.7910824418067932,Originals
0.44281044602394104,0.49023115634918213,0.06695837527513504,Originals
0.01245221495628357,0.9742559790611267,0.013291790150105953,Originals
0.5861250162124634,0.4015357792377472,0.012339253909885883,Originals
0.008781918324530125,0.21803656220436096,0.7731814980506897,Originals
0.012613683007657528,0.4381977319717407,0.5491886138916016,Originals
0.00215419614687562,0.26351359486579895,0.734332263469696,Originals
0.5861250162124634,0.4015357792377472,0.012339253909885883,Originals
0.0026655271649360657,0.46824368834495544,0.5290907621383667,Originals
0.006046153139322996,0.9470754265785217,0.046878378838300705,Originals
0.9102925658226013,0.08640750497579575,0.003299908945336938,Originals
0.002459080656990409,0.9200888276100159,0.07745204120874405,Originals
0.006036934442818165,0.8800705671310425,0.11389250308275223,Originals
0.0008761353674344718,0.13196685910224915,0.867156982421875,Originals
0.013250320218503475,0.8077962398529053,0.1789533793926239,Originals
0.0010239534312859178,0.024873659014701843,0.9741023182868958,Originals
0.9454014897346497,0.0478866770863533,0.006711825728416443,Originals
0.8160361051559448,0.17838801443576813,0.005575820337980986,Originals
0.0010239534312859178,0.02487366460263729,0.9741023182868958,Originals
0.0010182141559198499,0.05502213537693024,0.943959653377533,Originals
0.00603756308555603,0.43819504976272583,0.5557673573493958,Originals
0.01657325029373169,0.3725123405456543,0.6109144687652588,Originals
0.9198419451713562,0.07633739709854126,0.003820613492280245,Originals
0.0008763755904510617,0.06698957830667496,0.9321340322494507,Originals
0.0008761355420574546,0.13196665048599243,0.8671571612358093,Originals
0.002665529027581215,0.46824386715888977,0.5290906429290771,Originals
0.012613759376108646,0.4381989538669586,0.5491873025894165,Originals
0.008689815178513527,0.958885908126831,0.032424237579107285,Originals
0.005367223639041185,0.8121871948242188,0.18244554102420807,Originals
0.03201856091618538,0.9481998085975647,0.01978161931037903,Originals
0.9511129856109619,0.04549784958362579,0.003389168530702591,Originals
0.4272875487804413,0.5458399653434753,0.026872556656599045,Originals
0.002665529027581215,0.46824386715888977,0.5290906429290771,Originals
0.002665529027581215,0.46824386715888977,0.5290906429290771,Originals
0.005799000151455402,0.9686616659164429,0.025539344176650047,Originals
0.002665529027581215,0.46824386715888977,0.5290906429290771,Originals
0.0017986323218792677,0.005197260994464159,0.9930041432380676,Originals
0.0008736102026887238,0.034300580620765686,0.9648258686065674,Originals
0.2653387784957886,0.711031973361969,0.02362925000488758,Originals
0.0913662314414978,0.7675098776817322,0.141123965382576,Originals
0.00948239490389824,0.6318333148956299,0.3586842715740204,Originals
0.08784788846969604,0.8924782276153564,0.01967393420636654,Originals
0.002665529027581215,0.46824386715888977,0.5290906429290771,Originals
0.09346912801265717,0.8727465867996216,0.033784277737140656,Originals
0.010694324038922787,0.9574005007743835,0.031905222684144974,Originals
0.005984473042190075,0.6443638205528259,0.3496517241001129,Originals
0.0012755802599713206,0.060900360345840454,0.937824010848999,Originals
0.04514613002538681,0.6374061703681946,0.3174477517604828,Originals
0.002665529027581215,0.46824386715888977,0.5290906429290771,Originals
0.11085648089647293,0.8605632781982422,0.028580311685800552,Originals
0.21059715747833252,0.7017415761947632,0.08766133338212967,Originals
0.0027106411289423704,0.0515303760766983,0.9457589983940125,Originals
